Employee_ID,Name,Department,Role,Date_of_Joining,Salary,Gender,Age,Education_Level
7438,Dennis Flores,HR,Analyst,13-07-2022,187657,Male,44,Bachelors
7439,Barbara Lewis,Finance,Manager,15-08-2022,49162,Female,35,PhD
7440,Christopher Hunt,Marketing,Intern,18-07-2022,132955,Male,39,Bachelors
7441,Patrick Johnson,IT,Associate,25-04-2018,110037,Unknown,22,PhD
7442,Ricardo Ryan,Operations,Associate,13-04-2022,77722,Female,38,Bachelors
7443,Brandon Conway Jr.,Finance,Executive,08-12-2016,87758,Unknown,35,Bachelors
7444,Joshua Ruiz,HR,Executive,09-06-2018,59259,Unknown,43,PhD
7445,Marc Ford,Marketing,Analyst,10-01-2024,146391,Unknown,54,PhD
7446,Austin Fleming,IT,Intern,30-12-2020,63451,Female,32,Masters
7447,Craig Rice,Sales,Associate,27-10-2023,115415,Female,48,PhD
7448,Abigail Quinn,Finance,Intern,04-02-2023,146556,Male,25,Masters
7449,Alyssa Flynn,Sales,Analyst,03-03-2019,120217,Male,52,Masters
7450,Dean Scott,Sales,Intern,21-12-2024,177590,Unknown,41,PhD
7451,John Dorsey,Sales,Manager,15-05-2020,160839,Male,49,Bachelors
7452,Maria Martinez,IT,Manager,10-04-2018,182717,Male,58,Masters
7453,Kevin Williams,Sales,Associate,30-08-2016,193324,Female,34,PhD
7454,Alicia Thomas,Operations,Executive,25-09-2024,114135,Female,36,Masters
7455,Dustin Patton,Sales,Analyst,14-01-2024,67056,Female,41,Bachelors
7456,Jose Gray,Sales,Associate,08-12-2020,193324,Unknown,53,Masters
7457,Ashley Dodson,IT,Manager,26-03-2021,184732,Female,23,Bachelors
7458,Zachary Lopez,Operations,Associate,12-09-2016,111579,Female,46,Bachelors
7459,Jesus Smith,Operations,Analyst,03-11-2016,117872,Female,44,Bachelors
7460,Jose Lee,Sales,Associate,20-10-2018,199600,Female,33,Masters
7461,Juan Cardenas,Sales,Intern,25-12-2015,144846,Male,57,PhD
7462,Kimberly Patterson,Sales,Executive,21-01-2017,180265,Unknown,23,Bachelors
7463,Rebecca Smith,Marketing,Intern,03-10-2016,134123,Unknown,54,PhD
7464,Dennis Goodwin,Sales,Associate,28-02-2016,77925,Female,41,Bachelors
7465,Gary Jenkins,HR,Analyst,04-11-2016,54836,Male,48,Masters
7466,Brandon Vasquez,Finance,Manager,19-12-2020,84493,Female,42,Masters
7467,John Graham,Finance,Executive,04-11-2017,130158,Female,43,PhD
7468,Kimberly Strickland,Finance,Manager,01-05-2019,66888,Female,50,Masters
7469,Anna Taylor,Sales,Analyst,28-06-2018,120128,Female,38,Masters
7470,Jonathan Burnett,Finance,Analyst,11-10-2024,169736,Female,36,Masters
7471,Chad Murphy,Sales,Manager,15-04-2019,65296,Unknown,57,PhD
7472,Christina Castillo,Finance,Analyst,28-08-2024,187212,Male,28,Bachelors
7473,Scott Burke,Marketing,Executive,04-02-2022,151964,Male,51,Bachelors
7474,Katrina Perez,Sales,Intern,01-12-2016,71142,Unknown,57,Bachelors
7475,David Anderson,Sales,Manager,29-03-2025,157529,Male,39,Masters
7476,Vicki Freeman,IT,Associate,26-02-2023,71833,Female,31,Bachelors
7477,Corey Phelps,Operations,Intern,31-03-2024,111579,Female,28,Bachelors
7478,Holly Johnson,Marketing,Associate,04-06-2020,171027,Unknown,59,Masters
7479,John Perez,Sales,Analyst,31-08-2021,55542,Male,53,Bachelors
7480,Michael Woodward,IT,Associate,28-11-2016,87775,Unknown,49,PhD
7481,Suzanne Hamilton,Sales,Associate,08-01-2024,128772,Female,34,Bachelors
7482,Mr. Thomas Murphy DDS,Marketing,Manager,23-02-2016,160883,Male,34,PhD
7483,Sarah Cooley MD,Sales,Manager,20-06-2019,42779,Unknown,39,PhD
7484,Jeffrey Parker,Operations,Associate,24-10-2020,172171,Male,48,Bachelors
7485,Amy Rivera,Finance,Intern,11-01-2021,108006,Female,39,Masters
7486,Dawn Bennett,HR,Associate,12-12-2018,176929,Unknown,40,Bachelors
7487,Patricia Jones,Sales,Executive,13-09-2025,135151,Female,47,Bachelors
7488,Tracy Wells,Operations,Manager,20-03-2023,176684,Unknown,55,Masters
7489,Kathleen Robinson,Sales,Executive,07-06-2025,193324,Female,26,PhD
7490,Edgar Flores,Sales,Executive,04-07-2017,179092,Unknown,33,Bachelors
7491,Brianna Miller,Sales,Executive,07-09-2025,73788,Male,55,Masters
7492,James Moore,Sales,Associate,22-04-2024,196369,Female,57,PhD
7493,John Frost,Sales,Executive,28-12-2024,95082,Unknown,41,Bachelors
7494,Gerald Santos,Operations,Associate,01-02-2019,159602,Female,42,Bachelors
7495,Adrian Miller,Sales,Manager,06-12-2019,75376,Unknown,47,Masters
7496,Edward Montoya,Operations,Associate,02-09-2021,176779,Female,51,Bachelors
7497,Michael Pineda,Marketing,Analyst,22-09-2018,154152,Female,34,Masters
7498,Carmen Murray,Sales,Executive,28-12-2016,110454,Female,38,Masters
7499,Andrea Jimenez,HR,Intern,14-06-2018,66411,Female,45,Masters
7500,Mark Castro,IT,Manager,11-10-2025,173670,Unknown,37,Bachelors
7501,Jennifer Henry,Sales,Executive,09-02-2019,35265,Unknown,41,Bachelors
7502,Patricia Chambers,Finance,Associate,03-02-2025,143126,Unknown,24,Bachelors
7503,Samantha Kelly,Marketing,Intern,24-03-2022,42302,Female,40,Bachelors
7504,Andrew Oconnell,Sales,Intern,16-05-2019,44593,Female,52,PhD
7505,Thomas Wood,Operations,Analyst,02-04-2023,171381,Unknown,46,Bachelors
7506,Adam Lewis,Sales,Associate,29-09-2019,115151,Unknown,36,PhD
7507,Devin Adams,Marketing,Executive,15-10-2023,81354,Male,22,Masters
7508,Cassandra Jackson,Sales,Executive,24-07-2021,42511,Unknown,39,PhD
7509,Chad Williams,Marketing,Analyst,16-10-2021,120868,Unknown,46,Masters
7510,Nicole Joseph,Finance,Analyst,16-11-2022,108006,Unknown,30,Masters
7511,Andrew Frost,Sales,Executive,13-07-2019,54779,Unknown,53,PhD
7512,Jordan Fleming,Sales,Analyst,02-10-2017,158641,Unknown,58,Bachelors
7513,Chelsea Schroeder,Sales,Manager,08-09-2023,74279,Unknown,22,PhD
7514,Daniel Gray,Operations,Executive,08-03-2020,140232,Male,41,Masters
7515,Darryl Matthews,HR,Intern,25-11-2020,81620,Unknown,46,Bachelors
7516,Shane Long,Finance,Manager,21-11-2024,174575,Unknown,59,Bachelors
7517,Brian Rodriguez,Operations,Analyst,16-04-2017,111579,Unknown,54,Masters
7518,Melissa Christensen,Finance,Analyst,15-03-2018,50063,Female,22,Bachelors
7519,Dawn Hanna,Operations,Intern,22-05-2019,172417,Male,38,PhD
7520,Maurice Acosta,Marketing,Intern,18-11-2015,81165,Female,38,Bachelors
7521,Brittany Ayala,Marketing,Associate,01-07-2018,43495,Male,42,Bachelors
7522,Deanna Johnson,Marketing,Executive,30-01-2017,77488,Male,22,PhD
7523,Robin Herrera,Finance,Intern,29-12-2021,108006,Male,49,Bachelors
7524,Mark Greene,IT,Analyst,18-03-2022,173670,Unknown,54,Bachelors
7525,Heather Douglas,Marketing,Intern,06-04-2025,91826,Male,27,Bachelors
7526,Albert Baird MD,HR,Analyst,08-06-2023,78353,Unknown,33,Bachelors
7527,Donald Case,Marketing,Executive,22-07-2022,120868,Male,42,PhD
7528,Donald Martin,Marketing,Analyst,25-12-2024,132158,Female,22,Bachelors
7529,Steven Rosales,Operations,Manager,15-11-2024,65258,Unknown,28,Bachelors
7530,Cassandra Kennedy,Sales,Analyst,29-03-2022,164477,Unknown,56,Bachelors
7531,Michael Carroll,Sales,Manager,20-12-2024,197641,Unknown,51,PhD
7532,Linda Callahan,HR,Manager,16-09-2022,176096,Unknown,60,Bachelors
7533,Amanda Williams,Sales,Analyst,21-10-2022,199504,Unknown,23,Bachelors
7534,Carla Figueroa,IT,Analyst,17-09-2022,124378,Female,30,Bachelors
7535,Frank Villanueva,Sales,Manager,16-07-2020,74816,Female,40,Bachelors
7536,Luis Ryan,Finance,Manager,27-08-2025,137007,Male,42,PhD
7537,David Lopez,Finance,Associate,16-08-2022,186052,Female,55,PhD
7538,George Fields,Finance,Associate,05-08-2019,63395,Male,57,Bachelors
7539,Lindsey Torres,Sales,Associate,25-04-2018,111462,Unknown,38,PhD
7540,Benjamin Jordan,Finance,Manager,04-11-2022,67957,Male,32,Bachelors
7541,David Bates,Sales,Analyst,28-02-2020,147972,Unknown,33,Masters
7542,Lindsey Lopez,Sales,Intern,29-09-2019,140337,Male,43,Masters
7543,Oscar Ruiz,Operations,Intern,11-07-2023,171525,Male,46,Masters
7544,Stephanie Jensen,Sales,Manager,10-09-2019,177642,Male,56,PhD
7545,Mary Phillips,Operations,Intern,05-08-2018,158732,Unknown,23,Bachelors
7546,Brent Fitzgerald,Finance,Analyst,13-12-2019,193952,Male,45,Masters
7547,Kathryn Ruiz,Sales,Intern,14-10-2016,30580,Female,55,Bachelors
7548,Keith Cochran,Sales,Executive,21-10-2021,42299,Male,45,Bachelors
7549,Jason Banks,Finance,Analyst,01-09-2018,118351,Female,44,Bachelors
7550,Krystal Gonzalez,Sales,Executive,24-02-2020,147784,Unknown,27,Masters
7551,James Wood,Sales,Intern,10-06-2022,131592,Unknown,36,PhD
7552,Mary Stephenson,HR,Intern,18-06-2017,66411,Male,41,Bachelors
7553,Brianna Brown,Operations,Manager,26-03-2023,116944,Female,34,Bachelors
7554,Thomas Harrington,IT,Analyst,13-10-2015,108423,Female,37,Bachelors
7555,Amber Marsh DDS,IT,Intern,31-01-2017,180125,Female,34,Bachelors
7556,Johnathan Martin,Marketing,Intern,07-07-2019,61452,Male,29,Bachelors
7557,Michael Johnson,HR,Executive,08-12-2023,150729,Female,36,Masters
7558,Elizabeth Jones,Sales,Executive,19-12-2024,46976,Female,38,Masters
7559,Jose Flores,Operations,Executive,20-04-2025,120848,Unknown,54,Bachelors
7560,Stephen Weber,Operations,Analyst,30-01-2024,167786,Female,27,PhD
7561,Alisha Adkins,Finance,Associate,14-11-2023,108006,Unknown,58,Bachelors
7562,Robert Smith,Sales,Manager,09-06-2023,193324,Unknown,57,Bachelors
7563,Amanda Lawson,Sales,Executive,19-03-2024,90384,Male,56,Bachelors
7564,Leslie Lopez,Sales,Manager,16-12-2017,174259,Unknown,51,Bachelors
7565,Steven Warner,Marketing,Manager,10-07-2022,110715,Unknown,51,Masters
7566,Felicia Moore,Operations,Associate,15-05-2018,73553,Unknown,54,Bachelors
7567,Anna Foster,HR,Intern,25-02-2022,43578,Male,38,Bachelors
7568,Linda Petty,HR,Associate,14-06-2018,151458,Female,29,Masters
7569,Audrey Butler,IT,Associate,28-10-2023,177783,Unknown,45,Bachelors
7570,Ashley Carter,IT,Manager,18-05-2018,104636,Male,58,Masters
7571,Melanie Nguyen,Operations,Executive,04-07-2016,68677,Female,42,Bachelors
7572,Daniel Coleman,Sales,Intern,21-09-2018,117418,Male,42,Masters
7573,Bryan Lewis,Sales,Intern,22-06-2016,197070,Female,37,Masters
7574,Ashley Thomas,Finance,Executive,17-03-2021,64160,Unknown,59,Bachelors
7575,Cynthia Torres,Sales,Intern,23-05-2020,120946,Female,43,Bachelors
7576,Margaret Rodriguez,Sales,Manager,23-03-2016,71292,Male,32,PhD
7577,Jennifer Hicks,Sales,Analyst,28-06-2025,152720,Female,44,Bachelors
7578,Suzanne Gardner,Finance,Intern,02-01-2018,141209,Male,43,Bachelors
7579,Jesse Martinez,Sales,Intern,02-01-2023,193477,Female,25,Bachelors
7580,Jared Summers MD,Sales,Intern,20-04-2022,193324,Male,51,PhD
7581,Susan Valdez MD,Operations,Associate,14-09-2016,55230,Unknown,44,Masters
7582,Jordan Ramos,Sales,Analyst,23-02-2025,153632,Unknown,41,Bachelors
7583,Alexander Raymond,Marketing,Associate,05-03-2021,120868,Unknown,33,Masters
7584,Maurice Dennis,Sales,Intern,18-04-2024,151918,Female,46,PhD
7585,Shawn Lopez,IT,Manager,24-12-2019,139505,Male,34,PhD
7586,Anthony Schroeder,Sales,Associate,07-07-2023,199745,Unknown,34,Bachelors
7587,Holly Leon,IT,Intern,15-04-2024,173670,Female,48,Bachelors
7588,Christina Henry,HR,Manager,28-04-2024,144175,Male,38,Bachelors
7589,Stephanie Campbell,Sales,Analyst,26-09-2025,174646,Female,43,Bachelors
7590,Dr. April Velazquez,HR,Analyst,28-04-2022,66411,Male,26,Bachelors
7591,Tanya Conley,IT,Intern,25-06-2022,116362,Unknown,46,Masters
7592,Kerry Brewer,Finance,Executive,01-08-2020,49695,Female,53,Masters
7593,Amber Chambers,Sales,Associate,24-09-2019,75822,Unknown,47,Masters
7594,Robert Clarke,Sales,Manager,02-07-2022,42316,Female,41,Bachelors
7595,Charles Brown,Marketing,Manager,03-02-2018,78616,Unknown,60,Bachelors
7596,Elizabeth Mueller,Finance,Analyst,31-01-2024,108006,Unknown,60,Bachelors
7597,Stephanie Zavala,Finance,Executive,25-07-2023,108006,Unknown,23,Bachelors
7598,Matthew Carter,Marketing,Intern,28-09-2024,163678,Unknown,45,Bachelors
7599,Lori Ellison,Sales,Executive,02-02-2020,160742,Female,51,Bachelors
7600,Tyler Singh,Sales,Executive,15-10-2024,101417,Male,24,PhD
7601,Heidi Rhodes,HR,Associate,15-09-2018,176965,Female,54,Bachelors
7602,Kevin Ward,Operations,Associate,06-01-2025,194600,Male,57,PhD
7603,Tim Long,HR,Analyst,24-12-2024,134726,Female,29,PhD
7604,Brittany Blackburn,IT,Analyst,18-10-2021,43163,Unknown,52,Bachelors
7605,Ricky Martinez,Operations,Intern,14-09-2017,159367,Male,38,Masters
7606,Danielle Thompson,Sales,Executive,26-05-2019,185514,Female,47,PhD
7607,Christopher Stevens,Sales,Analyst,08-12-2015,160764,Male,27,Masters
7608,Larry Powers,IT,Associate,14-05-2016,56823,Female,35,Masters
7609,Tony Rodriguez,Sales,Analyst,09-07-2017,41994,Unknown,56,Masters
7610,Jennifer Bowman,IT,Executive,19-02-2025,173670,Female,50,Bachelors
7611,Mitchell Burke,Sales,Manager,02-11-2021,197090,Male,57,Masters
7612,Jeffrey Rasmussen,Sales,Executive,05-10-2020,176480,Unknown,32,Bachelors
7613,Justin Peterson,Sales,Analyst,09-02-2024,161228,Male,55,Bachelors
7614,Charles Allen,Sales,Executive,02-06-2022,54867,Female,31,Bachelors
7615,Rachel Perkins,Finance,Associate,19-02-2022,140344,Unknown,34,Bachelors
7616,Mark Reese,IT,Associate,19-08-2020,42151,Female,42,Bachelors
7617,Laura Tran,Finance,Intern,16-08-2025,119635,Male,42,Masters
7618,Steven Parks,Marketing,Analyst,27-05-2021,151686,Unknown,60,Masters
7619,Amanda Choi,Sales,Analyst,18-07-2021,188462,Unknown,60,Bachelors
7620,Gregory Doyle,Sales,Associate,14-02-2023,134420,Female,49,Masters
7621,Shannon Bowers,IT,Associate,09-12-2023,139142,Female,55,Masters
7622,Philip Sweeney,Marketing,Manager,18-02-2018,165645,Male,51,Bachelors
7623,Matthew Taylor,Finance,Manager,05-11-2015,185304,Unknown,38,Bachelors
7624,Jerry Blackburn,Sales,Analyst,10-02-2016,127056,Female,55,PhD
7625,Kelsey Wolfe,Marketing,Analyst,15-07-2021,105327,Unknown,45,Masters
7626,Christine Contreras,Finance,Associate,12-07-2022,60887,Male,24,Bachelors
7627,Joseph Hicks,HR,Intern,02-09-2021,136442,Unknown,24,Masters
7628,Robert Barry,IT,Manager,15-05-2018,174640,Unknown,58,Masters
7629,Jennifer Holland,Sales,Associate,03-09-2018,125754,Unknown,39,Masters
7630,Dr. Anna Hancock,Sales,Manager,08-02-2016,39156,Unknown,25,Bachelors
7631,Natalie Simpson,Sales,Intern,25-02-2018,115395,Female,47,Bachelors
7632,Gabriel Banks,Finance,Associate,17-02-2017,82087,Unknown,23,Bachelors
7633,James David,Operations,Analyst,11-02-2018,96457,Male,23,Bachelors
7634,Jennifer Duncan,Sales,Manager,16-12-2022,67458,Unknown,23,PhD
7635,Mary Gutierrez,Sales,Analyst,17-08-2017,67625,Male,22,Bachelors
7636,Michael Hughes,Sales,Associate,23-10-2021,139968,Unknown,60,Bachelors
7637,Stephen Williams,HR,Intern,31-07-2024,129198,Female,52,Bachelors
7638,Wendy Webb,Sales,Associate,13-10-2024,144401,Male,48,Masters
7639,Phyllis Schultz,Marketing,Associate,07-04-2023,91418,Unknown,54,Bachelors
7640,John Zavala,Sales,Associate,13-02-2021,81172,Female,48,PhD
7641,Anthony Cooper,Operations,Manager,25-10-2023,182416,Female,45,Bachelors
7642,Michael Luna,Marketing,Manager,10-10-2023,135825,Female,37,Bachelors
7643,Rick Cox,Sales,Associate,30-08-2020,155476,Male,33,PhD
7644,Haley Lee,IT,Intern,19-11-2015,62900,Female,45,Bachelors
7645,Sean Fields,Sales,Executive,09-05-2024,69041,Female,58,Bachelors
7646,Cynthia Wells,Finance,Intern,17-02-2019,196966,Male,50,PhD
7647,Donald Sanchez,IT,Associate,05-02-2016,96808,Unknown,44,Bachelors
7648,Nicole Brown,Sales,Manager,08-07-2023,193324,Male,22,PhD
7649,Heather Shields,Sales,Analyst,15-12-2021,193324,Female,36,Bachelors
7650,Marcus Hubbard,Sales,Associate,09-01-2017,77098,Unknown,60,Bachelors
7651,Mark Lewis,IT,Executive,28-05-2023,164610,Female,56,Bachelors
7652,Mark Parsons,Sales,Manager,29-12-2020,193324,Female,33,Masters
7653,Melinda Montoya,Sales,Associate,29-08-2020,189987,Female,30,Masters
7654,Julie Odom,HR,Analyst,11-04-2024,155226,Male,40,Bachelors
7655,Mary Potts,Finance,Intern,29-09-2025,147841,Female,60,Bachelors
7656,Brett Garcia,IT,Manager,24-04-2021,104631,Female,35,PhD
7657,Tyler Garcia,Marketing,Executive,13-11-2021,86902,Male,33,Bachelors
7658,Kara Summers,Marketing,Associate,04-05-2022,121853,Unknown,52,Masters
7659,Brian Davis,Sales,Intern,25-03-2023,113174,Male,51,PhD
7660,Ronald Barnett,Finance,Associate,06-10-2017,43044,Female,35,Bachelors
7661,Thomas Evans,Sales,Executive,15-03-2018,155777,Unknown,29,PhD
7662,Maria Rose,Sales,Associate,29-04-2020,193324,Male,43,Bachelors
7663,Michael Wilson,Sales,Executive,24-01-2023,133302,Male,51,Bachelors
7664,Allison Stevenson,Operations,Manager,17-02-2020,160601,Unknown,33,Bachelors
7665,Leslie Smith,Sales,Manager,07-09-2023,156824,Male,59,PhD
7666,Katelyn Bowen,Sales,Intern,25-07-2017,104819,Male,31,Masters
7667,Anna Levine,Operations,Intern,21-07-2021,119133,Male,39,Bachelors
7668,Jordan Jackson,Sales,Associate,17-06-2016,42810,Unknown,28,Masters
7669,Shawn Conley,Sales,Intern,14-10-2016,106039,Male,34,Bachelors
7670,Crystal Robinson,IT,Intern,17-11-2016,173339,Female,28,PhD
7671,Kirk Brewer,Marketing,Analyst,03-09-2024,103950,Male,31,PhD
7672,Craig Tucker,Finance,Associate,09-02-2017,124745,Unknown,42,Masters
7673,Jeffrey Morris,HR,Analyst,13-09-2022,144380,Male,45,PhD
7674,Robert Le,Sales,Executive,26-09-2021,163069,Unknown,41,Bachelors
7675,Christopher Rodriguez,HR,Manager,11-03-2020,153701,Unknown,36,Masters
7676,Russell Roberts,Sales,Associate,23-06-2022,122013,Unknown,41,PhD
7677,Amanda Walsh,Sales,Analyst,04-03-2019,56079,Female,30,Bachelors
7678,Katherine West,Sales,Analyst,16-10-2019,160792,Female,60,Bachelors
7679,Francisco Palmer,Operations,Associate,10-08-2025,110705,Female,23,Masters
7680,Michael Nelson,Sales,Analyst,09-09-2020,198071,Male,56,PhD
7681,Linda Black,Finance,Intern,05-06-2020,99175,Female,24,Bachelors
7682,Judy Spencer,Sales,Intern,23-03-2023,170282,Female,23,Bachelors
7683,Kenneth Rodriguez,HR,Intern,24-01-2020,117480,Male,29,PhD
7684,Cameron Dawson,HR,Intern,08-09-2023,163499,Male,56,Bachelors
7685,Jordan Sanders,Marketing,Analyst,28-08-2025,71626,Female,45,Bachelors
7686,Jeanette Smith DVM,Sales,Executive,23-10-2017,193324,Female,34,Bachelors
7687,Shawn Freeman,IT,Intern,21-06-2017,98747,Male,38,Bachelors
7688,Bryce Mitchell,Operations,Associate,13-01-2022,154042,Male,44,Bachelors
7689,Christine Zuniga,Sales,Intern,19-08-2017,84382,Male,25,PhD
7690,Emily Johnson,Sales,Analyst,13-07-2025,75051,Female,37,PhD
7691,Nancy Taylor,Sales,Analyst,26-12-2019,69127,Female,30,Masters
7692,Theodore Klein,Sales,Executive,06-07-2019,166320,Male,51,Masters
7693,Debra Hernandez,Sales,Intern,06-12-2021,85160,Male,38,Masters
7694,Alexander Smith,Finance,Manager,10-03-2016,93355,Unknown,43,Masters
7695,Daniel Dudley,Sales,Associate,29-09-2018,180109,Male,37,Bachelors
7696,Elizabeth Mcconnell,IT,Intern,15-08-2016,35281,Unknown,34,Bachelors
7697,Michael Alvarez,Sales,Analyst,12-02-2025,46720,Female,57,Masters
7698,Richard Lee,Marketing,Manager,07-06-2025,35889,Unknown,55,Masters
7699,Marcus Frederick,IT,Analyst,06-02-2018,49571,Male,34,PhD
7700,Joshua Johnson,IT,Analyst,30-11-2024,102801,Unknown,35,Bachelors
7701,Timothy Hernandez,HR,Associate,27-09-2024,106736,Male,58,PhD
7702,Darlene Wright,Sales,Intern,22-10-2023,146562,Male,59,Bachelors
7703,Crystal Caldwell,IT,Analyst,08-03-2017,116700,Unknown,37,Bachelors
7704,Victoria Wallace,Marketing,Analyst,02-06-2019,70955,Female,39,Bachelors
7705,Alan Bryant,Sales,Associate,23-03-2018,110910,Female,32,Bachelors
7706,Angel Hunter,Sales,Executive,24-08-2017,184773,Male,59,Bachelors
7707,Regina Roach,IT,Intern,30-03-2020,192204,Female,58,PhD
7708,Ashlee Kirby,Sales,Manager,27-01-2024,119950,Unknown,54,Bachelors
7709,Justin Zimmerman,HR,Analyst,18-01-2016,66411,Male,48,Bachelors
7710,Michael Baldwin,Marketing,Associate,05-06-2023,120868,Unknown,26,Bachelors
7711,Rebecca Huynh,IT,Associate,03-04-2023,37224,Female,60,Masters
7712,Chelsea Jenkins,Sales,Intern,23-01-2025,48496,Male,46,PhD
7713,Wanda Harris,Operations,Intern,13-08-2024,140365,Unknown,26,Bachelors
7714,Robert Houston,IT,Associate,22-07-2020,162890,Male,22,Bachelors
7715,David Sullivan,Finance,Executive,14-09-2019,134447,Unknown,48,PhD
7716,Samantha Nelson,HR,Intern,14-04-2018,156445,Male,22,Bachelors
7717,Kimberly Rogers,Finance,Manager,29-02-2024,112452,Male,24,Bachelors
7718,Lisa York,Sales,Analyst,02-11-2023,190247,Male,60,PhD
7719,Leah Stephenson,HR,Associate,27-05-2017,121162,Female,23,PhD
7720,Michael Mills,Sales,Manager,18-04-2025,35256,Female,58,Bachelors
7721,Vanessa Tran,Sales,Executive,27-02-2019,31200,Female,47,Bachelors
7722,Willie Brown,Marketing,Manager,21-01-2022,127555,Female,24,Masters
7723,Katie Black,Sales,Executive,30-06-2024,192917,Unknown,25,Bachelors
7724,Dr. Edwin Gonzalez MD,HR,Executive,17-08-2024,157134,Female,44,Bachelors
7725,Rhonda Phillips,HR,Executive,05-12-2021,62643,Male,41,Masters
7726,Phillip Carroll,HR,Associate,06-11-2019,155061,Male,45,Masters
7727,Michael Hamilton,Sales,Associate,23-01-2024,44192,Unknown,47,Bachelors
7728,Daniel Green,Finance,Executive,25-09-2019,175148,Female,51,Bachelors
7729,Stanley Smith,Finance,Intern,05-03-2022,145898,Male,31,Bachelors
7730,Gabriel Sharp,Operations,Manager,17-07-2023,197374,Male,46,Bachelors
7731,Kenneth Brown,Finance,Associate,26-09-2024,88957,Unknown,49,Bachelors
7732,Karen Carroll,Finance,Intern,16-08-2016,106489,Male,53,Masters
7733,Robert Tanner,Sales,Analyst,10-12-2023,192189,Female,54,Bachelors
7734,Kayla Torres,HR,Intern,28-08-2017,148385,Female,35,Bachelors
7735,Michael Fleming,Sales,Associate,26-08-2023,197942,Female,47,Masters
7736,Margaret Davidson,HR,Executive,17-03-2022,179864,Female,55,PhD
7737,Sabrina Wade,HR,Intern,09-12-2024,47693,Female,41,Masters
7738,Jamie Briggs,Operations,Associate,22-01-2018,137021,Female,23,Bachelors
7739,Ross Baker,Finance,Associate,03-11-2022,46392,Male,42,Masters
7740,Kimberly Kennedy,Sales,Intern,19-02-2018,144522,Unknown,30,Bachelors
7741,Ronald Navarro,Finance,Associate,24-12-2016,145751,Male,24,PhD
7742,Tracy Moore,Sales,Associate,12-09-2016,89838,Male,38,PhD
7743,Ronald Johnson,IT,Analyst,02-05-2019,185153,Male,31,Bachelors
7744,Natalie Swanson,IT,Intern,09-07-2024,106641,Male,40,PhD
7745,Raymond Ballard,HR,Associate,26-07-2021,61713,Unknown,45,PhD
7746,Amanda Walters,Sales,Analyst,05-05-2023,72977,Unknown,33,Masters
7747,Michelle Hamilton,Sales,Associate,19-12-2023,174734,Female,56,Bachelors
7748,Jamie Keller,Operations,Manager,25-01-2018,124458,Unknown,24,Masters
7749,Joseph Haynes,Operations,Intern,21-08-2024,122597,Female,51,PhD
7750,Shane Gonzalez,Finance,Manager,20-05-2018,68446,Male,26,PhD
7751,Jose Sullivan,Finance,Associate,09-05-2016,108006,Unknown,38,PhD
7752,Sarah Shields,Sales,Analyst,29-05-2023,51338,Male,51,Bachelors
7753,Christopher Rivera,Sales,Executive,13-03-2025,41429,Unknown,55,Bachelors
7754,Joseph Hayes,Sales,Analyst,03-09-2023,90660,Female,24,Masters
7755,Anne Allison,Finance,Manager,19-10-2015,117016,Male,41,Masters
7756,Crystal Fox,Finance,Intern,30-12-2020,162636,Female,49,Bachelors
7757,Debbie Cruz,Sales,Associate,04-11-2021,62922,Female,39,Bachelors
7758,Emily Martin,Operations,Manager,28-02-2016,48466,Unknown,23,Bachelors
7759,Michael Grant PhD,Operations,Intern,26-07-2016,169143,Unknown,53,Masters
7760,Robin Roberts,IT,Intern,11-07-2022,192824,Male,47,Masters
7761,Angel Jensen,HR,Associate,18-11-2021,124120,Male,33,Masters
7762,Rebecca Wilson,Sales,Analyst,03-02-2020,181714,Unknown,26,Masters
7763,Melinda Medina,Operations,Manager,26-02-2018,189619,Male,60,Bachelors
7764,Nicole Gardner,HR,Manager,11-06-2023,160800,Female,26,Bachelors
7765,Diana Oneill,Sales,Associate,29-04-2024,185859,Male,56,Bachelors
7766,Leslie Kim,Finance,Analyst,31-05-2022,108006,Female,45,Masters
7767,Lawrence Garcia,Sales,Associate,18-05-2021,153604,Female,49,Bachelors
7768,Kimberly Newton,Finance,Executive,12-10-2023,107471,Male,38,PhD
7769,Nicole Crawford,Sales,Analyst,07-04-2022,116780,Male,48,Bachelors
7770,Thomas Contreras,Marketing,Analyst,12-12-2021,36045,Female,34,Bachelors
7771,John Kirby,Operations,Manager,31-05-2022,115582,Unknown,36,Masters
7772,Sandra Parker,HR,Associate,06-08-2016,124566,Male,44,Bachelors
7773,Donna Farmer,Sales,Manager,10-03-2025,166276,Male,24,Bachelors
7774,Stephen Carter,Finance,Executive,19-08-2021,145517,Male,23,Masters
7775,Candace Coleman,Sales,Manager,10-12-2022,168264,Unknown,53,Bachelors
7776,Lori Robinson,Marketing,Manager,09-08-2024,107262,Unknown,57,Bachelors
7777,Brad Walter,Sales,Intern,18-08-2019,39213,Female,38,Bachelors
7778,Lisa Mendoza,Sales,Manager,31-05-2016,154430,Unknown,51,PhD
7779,Randall Hopkins,IT,Associate,02-07-2022,35886,Male,60,Bachelors
7780,Troy Reyes,Marketing,Executive,24-09-2022,199486,Female,29,Bachelors
7781,Ashley Hawkins,Sales,Associate,12-09-2022,193324,Female,47,Masters
7782,Candice Patton,Operations,Intern,22-03-2025,99682,Unknown,38,PhD
